page,query,clicks,impressions,ctr,position
https://palworld-chi.vercel.app/en/guide/base,bunker passive palworld,0,1,0,87
https://palworld-chi.vercel.app/en/guide/beginner,10b palworld,0,1,0,68
https://palworld-chi.vercel.app/en/guide/beginner,guia palworld,0,1,0,57
https://palworld-chi.vercel.app/en/guide/beginner,palworld guilde,0,1,0,74
https://palworld-chi.vercel.app/en/guide/beginner,palworld starter,0,1,0,53
https://palworld-chi.vercel.app/en/guide/beginner,palworld 自動化,0,3,0,9
https://palworld-chi.vercel.app/en/guide/beginner,팰 월드 연구 순서,0,1,0,75
https://palworld-chi.vercel.app/en/guide/beginner,팰월드 연구 순서,0,1,0,78
https://palworld-chi.vercel.app/en/guide/beginner,팰월드 채집 오브젝트 생성 간격,0,1,0,65
https://palworld-chi.vercel.app/en/guide/breeding,pal breeding,0,1,0,96
https://palworld-chi.vercel.app/en/guide/breeding,pal breeding index,0,1,0,91
https://palworld-chi.vercel.app/en/guide/breeding,pal breeding wiki,0,1,0,75
https://palworld-chi.vercel.app/en/guide/breeding,pal world breader,0,1,0,96
https://palworld-chi.vercel.app/en/guide/breeding,pal world breding,0,1,0,91
https://palworld-chi.vercel.app/en/guide/breeding,pal world breeding,0,1,0,96
https://palworld-chi.vercel.app/en/guide/breeding,palword breader,0,1,0,87
https://palworld-chi.vercel.app/en/guide/breeding,palword breeder,0,1,0,95
https://palworld-chi.vercel.app/en/guide/breeding,palword breeding guid,0,1,0,84
https://palworld-chi.vercel.app/en/guide/breeding,palworld acouplement,0,1,0,81
https://palworld-chi.vercel.app/en/guide/breeding,palworld breeding,0,1,0,91
https://palworld-chi.vercel.app/en/guide/breeding,palworld breeding c,0,1,0,97
https://palworld-chi.vercel.app/en/guide/breeding,palworld breeding result,0,1,0,97
https://palworld-chi.vercel.app/en/guide/breeding,palworld breeding],0,1,0,92
https://palworld-chi.vercel.app/en/guide/breeding,palworld breedinh,0,1,0,94
https://palworld-chi.vercel.app/en/guide/breeding,palworld breesing guide,0,1,0,90
https://palworld-chi.vercel.app/en/guide/breeding,palworld briding,0,1,0,86
https://palworld-chi.vercel.app/en/guide/breeding,palworld gg breeding calculator,0,1,0,67
https://palworld-chi.vercel.app/en/guide/breeding,palworld mate,0,1,0,87
https://palworld-chi.vercel.app/en/guide/breeding,palwrodl breeding,0,1,0,94
https://palworld-chi.vercel.app/en/guide/breeding,reproduction palword,0,1,0,74
https://palworld-chi.vercel.app/en/guide/breeding,wiki breeding palworld,0,1,0,86
https://palworld-chi.vercel.app/en/guide/endgame,guia palworld,0,1,0,53
https://palworld-chi.vercel.app/en/guide/endgame,palworld endgame equipment,0,1,0,2
https://palworld-chi.vercel.app/en/guide/endgame,silver palworld,0,1,0,27
https://palworld-chi.vercel.app/en/guide/faq,palworld availability,0,1,0,76
https://palworld-chi.vercel.app/en/guide/faq,palworld maintenance,0,2,0,72.5
https://palworld-chi.vercel.app/en/guide/materials,material palworld,0,2,0,82.5
https://palworld-chi.vercel.app/en/guide/materials,pal material,0,1,0,90
https://palworld-chi.vercel.app/en/guide/materials,pal world materials,0,1,0,80
https://palworld-chi.vercel.app/en/guide/materials,palworld carbon vegetal,0,1,0,68
https://palworld-chi.vercel.app/en/guide/materials,palworld crafting materials,0,1,0,89
https://palworld-chi.vercel.app/en/guide/materials,palworld list of materials,0,1,0,95
https://palworld-chi.vercel.app/en/guide/materials,palworld material locations,0,2,0,82.5
https://palworld-chi.vercel.app/en/guide/materials,palworld materials,0,1,0,78
https://palworld-chi.vercel.app/en/guide/materials,palworld materials list,0,2,0,89
https://palworld-chi.vercel.app/en/guide/materials,palworld new materials,0,1,0,64
https://palworld-chi.vercel.app/en/guide/materials,palworld other materials,0,2,0,92
https://palworld-chi.vercel.app/en/guide/materials,palworld wiki materials,0,1,0,60
https://palworld-chi.vercel.app/en/guide/materials,palworld 材料,0,1,0,9
https://palworld-chi.vercel.app/en/guide/mobile,is palworld on mobile,0,1,0,60
https://palworld-chi.vercel.app/en/guide/mobile,palworld mobile,0,1,0,60
https://palworld-chi.vercel.app/en/guide/money,palworld 賺錢,0,2,0,7
https://palworld-chi.vercel.app/en/guide/money,パルワールド お金 稼ぎ,0,2,0,54
https://palworld-chi.vercel.app/en/guide/money,パルワールド お金稼ぎ,0,1,0,54
